MUNICIPIO,Ano,Codigo,Area,Nome,BACIA
São Félix,2022,2929008,11.561828,Mangue,Baixo
Saubara,2022,2929750,34.296354,Mangue,Baixo
Mucugê,2000,2921906,0.958953,Mineração,Alto
Mucugê,2022,2921906,0.435889,Mineração,Alto
Miguel Calmon,2000,2921203,7.710422,Mineração,Médio
Miguel Calmon,2010,2921203,3.417124,Mineração,Médio
Andaraí,2000,2901304,4041.44479,Mosaico de Agricultura e Pastagem,Alto
Barra da Estiva,2000,2902807,1006.64532,Mosaico de Agricultura e Pastagem,Alto
Barro Alto,2000,2903235,982.063142,Mosaico de Agricultura e Pastagem,Alto
Boninal,2000,2904001,6222.908103,Mosaico de Agricultura e Pastagem,Alto
Ibicoara,2000,2912202,7209.913142,Mosaico de Agricultura e Pastagem,Alto
Ibitiara,2000,2913002,176.20293,Mosaico de Agricultura e Pastagem,Alto
Iramaia,2000,2914307,336.135093,Mosaico de Agricultura e Pastagem,Alto
Iraquara,2000,2914406,7224.99124,Mosaico de Agricultura e Pastagem,Alto
Itaetê,2000,2915007,3073.403438,Mosaico de Agricultura e Pastagem,Alto
Lençóis,2000,2919306,7473.846719,Mosaico de Agricultura e Pastagem,Alto
Mucugê,2000,2921906,21781.120364,Mosaico de Agricultura e Pastagem,Alto
Mulungu do Morro,2000,2922052,12206.907446,Mosaico de Agricultura e Pastagem,Alto
Nova Redenção,2000,2922854,1034.985285,Mosaico de Agricultura e Pastagem,Alto
Novo Horizonte,2000,2923035,1.219562,Mosaico de Agricultura e Pastagem,Alto
Palmeiras,2000,2923506,3817.969321,Mosaico de Agricultura e Pastagem,Alto
Piatã,2000,2924306,2405.194383,Mosaico de Agricultura e Pastagem,Alto
Seabra,2000,2929909,13343.385518,Mosaico de Agricultura e Pastagem,Alto
Souto Soares,2000,2930808,14181.781192,Mosaico de Agricultura e Pastagem,Alto
Andaraí,2010,2901304,1076.047427,Mosaico de Agricultura e Pastagem,Alto
Barra da Estiva,2010,2902807,303.027912,Mosaico de Agricultura e Pastagem,Alto
Barro Alto,2010,2903235,1318.144595,Mosaico de Agricultura e Pastagem,Alto
Boninal,2010,2904001,4049.949187,Mosaico de Agricultura e Pastagem,Alto
Ibicoara,2010,2912202,7191.035605,Mosaico de Agricultura e Pastagem,Alto
Ibitiara,2010,2913002,88.489677,Mosaico de Agricultura e Pastagem,Alto
Iramaia,2010,2914307,802.671342,Mosaico de Agricultura e Pastagem,Alto
Iraquara,2010,2914406,5975.621665,Mosaico de Agricultura e Pastagem,Alto
Itaetê,2010,2915007,2432.749481,Mosaico de Agricultura e Pastagem,Alto
Lençóis,2010,2919306,3039.885065,Mosaico de Agricultura e Pastagem,Alto
Mucugê,2010,2921906,11051.659006,Mosaico de Agricultura e Pastagem,Alto
Mulungu do Morro,2010,2922052,12952.320826,Mosaico de Agricultura e Pastagem,Alto
Nova Redenção,2010,2922854,519.138326,Mosaico de Agricultura e Pastagem,Alto
Novo Horizonte,2010,2923035,0.954078,Mosaico de Agricultura e Pastagem,Alto
Palmeiras,2010,2923506,1424.782829,Mosaico de Agricultura e Pastagem,Alto
Piatã,2010,2924306,2098.68921,Mosaico de Agricultura e Pastagem,Alto
Seabra,2010,2929909,6958.236299,Mosaico de Agricultura e Pastagem,Alto
Souto Soares,2010,2930808,16239.543045,Mosaico de Agricultura e Pastagem,Alto
Andaraí,2022,2901304,3785.450827,Mosaico de Agricultura e Pastagem,Alto
Barra da Estiva,2022,2902807,685.98787,Mosaico de Agricultura e Pastagem,Alto
Barro Alto,2022,2903235,1712.062301,Mosaico de Agricultura e Pastagem,Alto
Boninal,2022,2904001,2335.5118,Mosaico de Agricultura e Pastagem,Alto
Ibicoara,2022,2912202,5910.396622,Mosaico de Agricultura e Pastagem,Alto
Ibitiara,2022,2913002,24.43163,Mosaico de Agricultura e Pastagem,Alto
Iramaia,2022,2914307,1928.507586,Mosaico de Agricultura e Pastagem,Alto
Iraquara,2022,2914406,7587.945934,Mosaico de Agricultura e Pastagem,Alto
Itaetê,2022,2915007,4696.801791,Mosaico de Agricultura e Pastagem,Alto
Lençóis,2022,2919306,6126.563099,Mosaico de Agricultura e Pastagem,Alto
Mucugê,2022,2921906,12217.9396,Mosaico de Agricultura e Pastagem,Alto
Mulungu do Morro,2022,2922052,14334.096489,Mosaico de Agricultura e Pastagem,Alto
Nova Redenção,2022,2922854,691.254346,Mosaico de Agricultura e Pastagem,Alto
Novo Horizonte,2022,2923035,1.102631,Mosaico de Agricultura e Pastagem,Alto
Palmeiras,2022,2923506,2539.157011,Mosaico de Agricultura e Pastagem,Alto
Piatã,2022,2924306,908.116065,Mosaico de Agricultura e Pastagem,Alto
Seabra,2022,2929909,4974.493005,Mosaico de Agricultura e Pastagem,Alto
Souto Soares,2022,2930808,19585.835225,Mosaico de Agricultura e Pastagem,Alto
Anguera,2000,2901502,351.054817,Mosaico de Agricultura e Pastagem,Baixo
Antônio Cardoso,2000,2901700,840.130725,Mosaico de Agricultura e Pastagem,Baixo
Barrocas,2000,2903276,3.676963,Mosaico de Agricultura e Pastagem,Baixo
Cabaceiras do Paraguaçu,2000,2904852,701.425517,Mosaico de Agricultura e Pastagem,Baixo
Cachoeira,2000,2904902,1598.824971,Mosaico de Agricultura e Pastagem,Baixo
Candeal,2000,2906402,9.970047,Mosaico de Agricultura e Pastagem,Baixo
Castro Alves,2000,2907301,1267.71041,Mosaico de Agricultura e Pastagem,Baixo
Conceição da Feira,2000,2908200,839.133971,Mosaico de Agricultura e Pastagem,Baixo
Conceição do Coité,2000,2908408,0.963077,Mosaico de Agricultura e Pastagem,Baixo
Cruz das Almas,2000,2909802,829.621922,Mosaico de Agricultura e Pastagem,Baixo
Feira de Santana,2000,2910800,2986.650347,Mosaico de Agricultura e Pastagem,Baixo
Governador Mangabeira,2000,2911600,734.11958,Mosaico de Agricultura e Pastagem,Baixo
Ichu,2000,2913309,1.64273,Mosaico de Agricultura e Pastagem,Baixo
Ipecaetá,2000,2913804,665.889047,Mosaico de Agricultura e Pastagem,Baixo
Ipirá,2000,2914000,39.759991,Mosaico de Agricultura e Pastagem,Baixo
Itatim,2000,2916856,30.618892,Mosaico de Agricultura e Pastagem,Baixo
Jaguaripe,2000,2917805,3.851966,Mosaico de Agricultura e Pastagem,Baixo
Maragogipe,2000,2920601,5311.989762,Mosaico de Agricultura e Pastagem,Baixo
Muritiba,2000,2922300,1048.657228,Mosaico de Agricultura e Pastagem,Baixo
Nazaré,2000,2922508,21.308956,Mosaico de Agricultura e Pastagem,Baixo
Pé de Serra,2000,2924058,4.372113,Mosaico de Agricultura e Pastagem,Baixo
Rafael Jambeiro,2000,2925956,145.898738,Mosaico de Agricultura e Pastagem,Baixo
Riachão do Jacuípe,2000,2926301,24.678323,Mosaico de Agricultura e Pastagem,Baixo
Salinas da Margarida,2000,2927309,0.364445,Mosaico de Agricultura e Pastagem,Baixo
Santa Bárbara,2000,2927507,268.400979,Mosaico de Agricultura e Pastagem,Baixo
Santa Terezinha,2000,2928505,352.849244,Mosaico de Agricultura e Pastagem,Baixo
Santo Estêvão,2000,2928802,483.502019,Mosaico de Agricultura e Pastagem,Baixo
São Felipe,2000,2929107,0.841079,Mosaico de Agricultura e Pastagem,Baixo
São Félix,2000,2929008,1697.560466,Mosaico de Agricultura e Pastagem,Baixo
São Gonçalo dos Campos,2000,2929305,694.098874,Mosaico de Agricultura e Pastagem,Baixo
Sapeaçu,2000,2929602,160.871535,Mosaico de Agricultura e Pastagem,Baixo
Saubara,2000,2929750,203.159916,Mosaico de Agricultura e Pastagem,Baixo
Serra Preta,2000,2930402,97.748661,Mosaico de Agricultura e Pastagem,Baixo
Serrinha,2000,2930501,54.39773,Mosaico de Agricultura e Pastagem,Baixo
Tanquinho,2000,2931103,32.028545,Mosaico de Agricultura e Pastagem,Baixo
Anguera,2010,2901502,270.202322,Mosaico de Agricultura e Pastagem,Baixo
Antônio Cardoso,2010,2901700,526.531523,Mosaico de Agricultura e Pastagem,Baixo
Barrocas,2010,2903276,6.916147,Mosaico de Agricultura e Pastagem,Baixo
Cabaceiras do Paraguaçu,2010,2904852,499.242507,Mosaico de Agricultura e Pastagem,Baixo
Cachoeira,2010,2904902,1448.843385,Mosaico de Agricultura e Pastagem,Baixo
Candeal,2010,2906402,43.003655,Mosaico de Agricultura e Pastagem,Baixo
Castro Alves,2010,2907301,1342.378761,Mosaico de Agricultura e Pastagem,Baixo
Conceição da Feira,2010,2908200,617.525115,Mosaico de Agricultura e Pastagem,Baixo
Conceição do Coité,2010,2908408,42.020563,Mosaico de Agricultura e Pastagem,Baixo
Cruz das Almas,2010,2909802,752.434269,Mosaico de Agricultura e Pastagem,Baixo
Feira de Santana,2010,2910800,2211.766554,Mosaico de Agricultura e Pastagem,Baixo
Governador Mangabeira,2010,2911600,769.177706,Mosaico de Agricultura e Pastagem,Baixo
Ichu,2010,2913309,14.59111,Mosaico de Agricultura e Pastagem,Baixo
Ipecaetá,2010,2913804,1144.897437,Mosaico de Agricultura e Pastagem,Baixo
Ipirá,2010,2914000,1295.021676,Mosaico de Agricultura e Pastagem,Baixo
Itatim,2010,2916856,1.744222,Mosaico de Agricultura e Pastagem,Baixo
Jaguaripe,2010,2917805,5.131879,Mosaico de Agricultura e Pastagem,Baixo
Maragogipe,2010,2920601,4267.512152,Mosaico de Agricultura e Pastagem,Baixo
Muritiba,2010,2922300,688.353568,Mosaico de Agricultura e Pastagem,Baixo
Nazaré,2010,2922508,15.318162,Mosaico de Agricultura e Pastagem,Baixo
Pé de Serra,2010,2924058,141.424096,Mosaico de Agricultura e Pastagem,Baixo
Rafael Jambeiro,2010,2925956,136.741374,Mosaico de Agricultura e Pastagem,Baixo
Riachão do Jacuípe,2010,2926301,151.293667,Mosaico de Agricultura e Pastagem,Baixo
Salinas da Margarida,2010,2927309,0.267602,Mosaico de Agricultura e Pastagem,Baixo
Santa Bárbara,2010,2927507,36.787702,Mosaico de Agricultura e Pastagem,Baixo
Santa Terezinha,2010,2928505,305.015687,Mosaico de Agricultura e Pastagem,Baixo
Santo Estêvão,2010,2928802,255.328683,Mosaico de Agricultura e Pastagem,Baixo
São Felipe,2010,2929107,0.365406,Mosaico de Agricultura e Pastagem,Baixo
São Félix,2010,2929008,1154.761323,Mosaico de Agricultura e Pastagem,Baixo
São Gonçalo dos Campos,2010,2929305,432.050248,Mosaico de Agricultura e Pastagem,Baixo
Sapeaçu,2010,2929602,109.014205,Mosaico de Agricultura e Pastagem,Baixo
Saubara,2010,2929750,180.515898,Mosaico de Agricultura e Pastagem,Baixo
Serra Preta,2010,2930402,329.827152,Mosaico de Agricultura e Pastagem,Baixo
Serrinha,2010,2930501,49.819777,Mosaico de Agricultura e Pastagem,Baixo
Tanquinho,2010,2931103,53.308567,Mosaico de Agricultura e Pastagem,Baixo
Anguera,2022,2901502,233.920623,Mosaico de Agricultura e Pastagem,Baixo
Antônio Cardoso,2022,2901700,645.690207,Mosaico de Agricultura e Pastagem,Baixo
Barrocas,2022,2903276,4.815523,Mosaico de Agricultura e Pastagem,Baixo
Cabaceiras do Paraguaçu,2022,2904852,837.048788,Mosaico de Agricultura e Pastagem,Baixo
Cachoeira,2022,2904902,2140.871109,Mosaico de Agricultura e Pastagem,Baixo
Candeal,2022,2906402,122.965119,Mosaico de Agricultura e Pastagem,Baixo
Castro Alves,2022,2907301,1216.615515,Mosaico de Agricultura e Pastagem,Baixo
Conceição da Feira,2022,2908200,430.315608,Mosaico de Agricultura e Pastagem,Baixo
Conceição do Coité,2022,2908408,39.657124,Mosaico de Agricultura e Pastagem,Baixo
Cruz das Almas,2022,2909802,1043.717453,Mosaico de Agricultura e Pastagem,Baixo
Feira de Santana,2022,2910800,1816.630362,Mosaico de Agricultura e Pastagem,Baixo
Governador Mangabeira,2022,2911600,1103.474097,Mosaico de Agricultura e Pastagem,Baixo
Ichu,2022,2913309,30.540345,Mosaico de Agricultura e Pastagem,Baixo
Ipecaetá,2022,2913804,811.407692,Mosaico de Agricultura e Pastagem,Baixo
Ipirá,2022,2914000,1259.036133,Mosaico de Agricultura e Pastagem,Baixo
Itatim,2022,2916856,150.253589,Mosaico de Agricultura e Pastagem,Baixo
Jaguaripe,2022,2917805,3.538661,Mosaico de Agricultura e Pastagem,Baixo
Maragogipe,2022,2920601,3726.566543,Mosaico de Agricultura e Pastagem,Baixo
Muritiba,2022,2922300,1141.714914,Mosaico de Agricultura e Pastagem,Baixo
Nazaré,2022,2922508,10.432729,Mosaico de Agricultura e Pastagem,Baixo
Pé de Serra,2022,2924058,169.201142,Mosaico de Agricultura e Pastagem,Baixo
Rafael Jambeiro,2022,2925956,207.7018,Mosaico de Agricultura e Pastagem,Baixo
Riachão do Jacuípe,2022,2926301,159.264163,Mosaico de Agricultura e Pastagem,Baixo
Salinas da Margarida,2022,2927309,0.310125,Mosaico de Agricultura e Pastagem,Baixo
Santa Bárbara,2022,2927507,33.316358,Mosaico de Agricultura e Pastagem,Baixo
Santa Terezinha,2022,2928505,346.485116,Mosaico de Agricultura e Pastagem,Baixo
Santo Estêvão,2022,2928802,330.465577,Mosaico de Agricultura e Pastagem,Baixo
São Felipe,2022,2929107,0.398437,Mosaico de Agricultura e Pastagem,Baixo
São Félix,2022,2929008,1403.422583,Mosaico de Agricultura e Pastagem,Baixo
São Gonçalo dos Campos,2022,2929305,630.610283,Mosaico de Agricultura e Pastagem,Baixo
Sapeaçu,2022,2929602,274.734554,Mosaico de Agricultura e Pastagem,Baixo
Saubara,2022,2929750,217.486289,Mosaico de Agricultura e Pastagem,Baixo
Serra Preta,2022,2930402,417.07819,Mosaico de Agricultura e Pastagem,Baixo
Serrinha,2022,2930501,47.344247,Mosaico de Agricultura e Pastagem,Baixo
Tanquinho,2022,2931103,117.170075,Mosaico de Agricultura e Pastagem,Baixo
Baixa Grande,2000,2902609,308.162138,Mosaico de Agricultura e Pastagem,Médio
Boa Vista do Tupim,2000,2903805,9255.960923,Mosaico de Agricultura e Pastagem,Médio
Bonito,2000,2904050,4469.800527,Mosaico de Agricultura e Pastagem,Médio
Capela do Alto Alegre,2000,2906857,0.262621,Mosaico de Agricultura e Pastagem,Médio
Iaçu,2000,2911907,442.46477,Mosaico de Agricultura e Pastagem,Médio
Ibiquera,2000,2912608,2015.522694,Mosaico de Agricultura e Pastagem,Médio
Itaberaba,2000,2914703,933.638696,Mosaico de Agricultura e Pastagem,Médio
Lajedinho,2000,2919009,2351.338182,Mosaico de Agricultura e Pastagem,Médio
Macajuba,2000,2919603,550.054913,Mosaico de Agricultura e Pastagem,Médio
Mairi,2000,2920106,113.963843,Mosaico de Agricultura e Pastagem,Médio
Maracás,2000,2920502,2446.266313,Mosaico de Agricultura e Pastagem,Médio
Marcionílio Souza,2000,2920809,699.014673,Mosaico de Agricultura e Pastagem,Médio
Miguel Calmon,2000,2921203,96.69182,Mosaico de Agricultura e Pastagem,Médio
Milagres,2000,2921302,11.135251,Mosaico de Agricultura e Pastagem,Médio
Morro do Chapéu,2000,2921708,713.000485,Mosaico de Agricultura e Pastagem,Médio
Mundo Novo,2000,2922102,3185.658285,Mosaico de Agricultura e Pastagem,Médio
Nova Fátima,2000,2922730,0.612832,Mosaico de Agricultura e Pastagem,Médio
Nova Itarana,2000,2922805,4.327022,Mosaico de Agricultura e Pastagem,Médio
Pintadas,2000,2924652,2.362186,Mosaico de Agricultura e Pastagem,Médio
Piritiba,2000,2924801,134.819351,Mosaico de Agricultura e Pastagem,Médio
Planaltino,2000,2924900,1387.222984,Mosaico de Agricultura e Pastagem,Médio
Quixabeira,2000,2925931,2.908135,Mosaico de Agricultura e Pastagem,Médio
Retirolândia,2000,2926103,0.350266,Mosaico de Agricultura e Pastagem,Médio
Ruy Barbosa,2000,2927200,10209.492298,Mosaico de Agricultura e Pastagem,Médio
Santaluz,2000,2928000,1.40222,Mosaico de Agricultura e Pastagem,Médio
São Domingos,2000,2928950,0.175169,Mosaico de Agricultura e Pastagem,Médio
São José do Jacuípe,2000,2929370,18.731664,Mosaico de Agricultura e Pastagem,Médio
Serrolândia,2000,2930600,4.497785,Mosaico de Agricultura e Pastagem,Médio
Tapiramutá,2000,2931301,118.855738,Mosaico de Agricultura e Pastagem,Médio
Utinga,2000,2932804,1815.445113,Mosaico de Agricultura e Pastagem,Médio
Valente,2000,2933000,0.876105,Mosaico de Agricultura e Pastagem,Médio
Várzea da Roça,2000,2933059,55.712829,Mosaico de Agricultura e Pastagem,Médio
Várzea do Poço,2000,2933109,26.853017,Mosaico de Agricultura e Pastagem,Médio
Wagner,2000,2933406,1849.205132,Mosaico de Agricultura e Pastagem,Médio
Baixa Grande,2010,2902609,319.502649,Mosaico de Agricultura e Pastagem,Médio
Boa Vista do Tupim,2010,2903805,4228.453371,Mosaico de Agricultura e Pastagem,Médio
Bonito,2010,2904050,4361.515909,Mosaico de Agricultura e Pastagem,Médio
Capela do Alto Alegre,2010,2906857,254.847666,Mosaico de Agricultura e Pastagem,Médio
Capim Grosso,2010,2906873,4.030761,Mosaico de Agricultura e Pastagem,Médio
Gavião,2010,2911253,83.626005,Mosaico de Agricultura e Pastagem,Médio
Iaçu,2010,2911907,609.813006,Mosaico de Agricultura e Pastagem,Médio
Ibiquera,2010,2912608,911.313944,Mosaico de Agricultura e Pastagem,Médio
Itaberaba,2010,2914703,194.918379,Mosaico de Agricultura e Pastagem,Médio
Lajedinho,2010,2919009,826.154561,Mosaico de Agricultura e Pastagem,Médio
Macajuba,2010,2919603,292.134483,Mosaico de Agricultura e Pastagem,Médio
Mairi,2010,2920106,164.837262,Mosaico de Agricultura e Pastagem,Médio
Maracás,2010,2920502,2964.226054,Mosaico de Agricultura e Pastagem,Médio
Marcionílio Souza,2010,2920809,810.425175,Mosaico de Agricultura e Pastagem,Médio
Miguel Calmon,2010,2921203,123.181904,Mosaico de Agricultura e Pastagem,Médio
Milagres,2010,2921302,1.13319,Mosaico de Agricultura e Pastagem,Médio
Morro do Chapéu,2010,2921708,823.726762,Mosaico de Agricultura e Pastagem,Médio
Mundo Novo,2010,2922102,3671.099918,Mosaico de Agricultura e Pastagem,Médio
Nova Fátima,2010,2922730,61.551088,Mosaico de Agricultura e Pastagem,Médio
Nova Itarana,2010,2922805,1.394011,Mosaico de Agricultura e Pastagem,Médio
Pintadas,2010,2924652,315.851469,Mosaico de Agricultura e Pastagem,Médio
Piritiba,2010,2924801,223.088876,Mosaico de Agricultura e Pastagem,Médio
Planaltino,2010,2924900,2124.385186,Mosaico de Agricultura e Pastagem,Médio
Quixabeira,2010,2925931,1.051238,Mosaico de Agricultura e Pastagem,Médio
Retirolândia,2010,2926103,127.326817,Mosaico de Agricultura e Pastagem,Médio
Ruy Barbosa,2010,2927200,8185.108288,Mosaico de Agricultura e Pastagem,Médio
Santaluz,2010,2928000,191.591174,Mosaico de Agricultura e Pastagem,Médio
São Domingos,2010,2928950,113.829761,Mosaico de Agricultura e Pastagem,Médio
São José do Jacuípe,2010,2929370,113.46097,Mosaico de Agricultura e Pastagem,Médio
Serrolândia,2010,2930600,0.175208,Mosaico de Agricultura e Pastagem,Médio
Tapiramutá,2010,2931301,489.40257,Mosaico de Agricultura e Pastagem,Médio
Utinga,2010,2932804,3015.483228,Mosaico de Agricultura e Pastagem,Médio
Valente,2010,2933000,14.723652,Mosaico de Agricultura e Pastagem,Médio
Várzea da Roça,2010,2933059,102.646095,Mosaico de Agricultura e Pastagem,Médio
Várzea do Poço,2010,2933109,11.302014,Mosaico de Agricultura e Pastagem,Médio
Wagner,2010,2933406,1885.203942,Mosaico de Agricultura e Pastagem,Médio
Baixa Grande,2022,2902609,387.779251,Mosaico de Agricultura e Pastagem,Médio
Boa Vista do Tupim,2022,2903805,5722.568787,Mosaico de Agricultura e Pastagem,Médio
Bonito,2022,2904050,4728.020887,Mosaico de Agricultura e Pastagem,Médio
Capela do Alto Alegre,2022,2906857,288.073979,Mosaico de Agricultura e Pastagem,Médio
Capim Grosso,2022,2906873,23.113911,Mosaico de Agricultura e Pastagem,Médio
Gavião,2022,2911253,58.674162,Mosaico de Agricultura e Pastagem,Médio
Iaçu,2022,2911907,1600.159103,Mosaico de Agricultura e Pastagem,Médio
Ibiquera,2022,2912608,1391.115307,Mosaico de Agricultura e Pastagem,Médio
Itaberaba,2022,2914703,641.165554,Mosaico de Agricultura e Pastagem,Médio
Lajedinho,2022,2919009,2428.133152,Mosaico de Agricultura e Pastagem,Médio
Macajuba,2022,2919603,359.493286,Mosaico de Agricultura e Pastagem,Médio
Mairi,2022,2920106,123.853666,Mosaico de Agricultura e Pastagem,Médio
Maracás,2022,2920502,3535.410697,Mosaico de Agricultura e Pastagem,Médio
Marcionílio Souza,2022,2920809,1172.627685,Mosaico de Agricultura e Pastagem,Médio
Miguel Calmon,2022,2921203,540.749941,Mosaico de Agricultura e Pastagem,Médio
Milagres,2022,2921302,96.502262,Mosaico de Agricultura e Pastagem,Médio
Morro do Chapéu,2022,2921708,4235.194665,Mosaico de Agricultura e Pastagem,Médio
Mundo Novo,2022,2922102,3872.732882,Mosaico de Agricultura e Pastagem,Médio
Nova Fátima,2022,2922730,178.725956,Mosaico de Agricultura e Pastagem,Médio
Nova Itarana,2022,2922805,114.42536,Mosaico de Agricultura e Pastagem,Médio
Pintadas,2022,2924652,382.372897,Mosaico de Agricultura e Pastagem,Médio
Piritiba,2022,2924801,1595.470537,Mosaico de Agricultura e Pastagem,Médio
Planaltino,2022,2924900,1561.508971,Mosaico de Agricultura e Pastagem,Médio
Quixabeira,2022,2925931,15.3929,Mosaico de Agricultura e Pastagem,Médio
Retirolândia,2022,2926103,23.385757,Mosaico de Agricultura e Pastagem,Médio
Ruy Barbosa,2022,2927200,10155.700869,Mosaico de Agricultura e Pastagem,Médio
Santaluz,2022,2928000,34.212772,Mosaico de Agricultura e Pastagem,Médio
São Domingos,2022,2928950,109.507262,Mosaico de Agricultura e Pastagem,Médio
São José do Jacuípe,2022,2929370,229.994571,Mosaico de Agricultura e Pastagem,Médio
Serrolândia,2022,2930600,1.66457,Mosaico de Agricultura e Pastagem,Médio
Tapiramutá,2022,2931301,2331.602448,Mosaico de Agricultura e Pastagem,Médio
Utinga,2022,2932804,2880.259105,Mosaico de Agricultura e Pastagem,Médio
Valente,2022,2933000,33.997531,Mosaico de Agricultura e Pastagem,Médio
Várzea da Roça,2022,2933059,176.457601,Mosaico de Agricultura e Pastagem,Médio
Várzea do Poço,2022,2933109,5.746086,Mosaico de Agricultura e Pastagem,Médio
Wagner,2022,2933406,2861.335242,Mosaico de Agricultura e Pastagem,Médio
Andaraí,2000,2901304,511.670988,Outras Áreas não Vegetadas,Alto
Barra da Estiva,2000,2902807,162.785477,Outras Áreas não Vegetadas,Alto
Barro Alto,2000,2903235,0.262893,Outras Áreas não Vegetadas,Alto
Boninal,2000,2904001,152.052858,Outras Áreas não Vegetadas,Alto
Ibicoara,2000,2912202,186.791943,Outras Áreas não Vegetadas,Alto
Ibitiara,2000,2913002,7.001829,Outras Áreas não Vegetadas,Alto
Iramaia,2000,2914307,6.233784,Outras Áreas não Vegetadas,Alto
Iraquara,2000,2914406,326.81296,Outras Áreas não Vegetadas,Alto
Itaetê,2000,2915007,15.210604,Outras Áreas não Vegetadas,Alto
Lençóis,2000,2919306,449.375991,Outras Áreas não Vegetadas,Alto
Mucugê,2000,2921906,1123.241444,Outras Áreas não Vegetadas,Alto
Mulungu do Morro,2000,2922052,118.470309,Outras Áreas não Vegetadas,Alto
Nova Redenção,2000,2922854,25.753543,Outras Áreas não Vegetadas,Alto
Novo Horizonte,2000,2923035,0.632721,Outras Áreas não Vegetadas,Alto
Palmeiras,2000,2923506,310.96362,Outras Áreas não Vegetadas,Alto
Piatã,2000,2924306,170.972049,Outras Áreas não Vegetadas,Alto
Seabra,2000,2929909,593.346221,Outras Áreas não Vegetadas,Alto
Souto Soares,2000,2930808,212.232602,Outras Áreas não Vegetadas,Alto
Andaraí,2010,2901304,334.937291,Outras Áreas não Vegetadas,Alto
Barra da Estiva,2010,2902807,21.48963,Outras Áreas não Vegetadas,Alto
Boninal,2010,2904001,158.983681,Outras Áreas não Vegetadas,Alto
Ibicoara,2010,2912202,29.008335,Outras Áreas não Vegetadas,Alto
Ibitiara,2010,2913002,9.78757,Outras Áreas não Vegetadas,Alto
Iramaia,2010,2914307,2.089992,Outras Áreas não Vegetadas,Alto
Iraquara,2010,2914406,217.345389,Outras Áreas não Vegetadas,Alto
Itaetê,2010,2915007,10.734568,Outras Áreas não Vegetadas,Alto
Lençóis,2010,2919306,226.12463,Outras Áreas não Vegetadas,Alto
Mucugê,2010,2921906,640.878707,Outras Áreas não Vegetadas,Alto
Mulungu do Morro,2010,2922052,51.453426,Outras Áreas não Vegetadas,Alto
Nova Redenção,2010,2922854,11.061414,Outras Áreas não Vegetadas,Alto
Novo Horizonte,2010,2923035,1.221371,Outras Áreas não Vegetadas,Alto
Palmeiras,2010,2923506,147.837884,Outras Áreas não Vegetadas,Alto
Piatã,2010,2924306,43.022432,Outras Áreas não Vegetadas,Alto
Seabra,2010,2929909,335.620409,Outras Áreas não Vegetadas,Alto
Souto Soares,2010,2930808,117.919811,Outras Áreas não Vegetadas,Alto
Andaraí,2022,2901304,307.790425,Outras Áreas não Vegetadas,Alto
Barra da Estiva,2022,2902807,91.167169,Outras Áreas não Vegetadas,Alto
Boninal,2022,2904001,164.113491,Outras Áreas não Vegetadas,Alto
Ibicoara,2022,2912202,93.775646,Outras Áreas não Vegetadas,Alto
Ibitiara,2022,2913002,7.522742,Outras Áreas não Vegetadas,Alto
Iramaia,2022,2914307,7.139262,Outras Áreas não Vegetadas,Alto
Iraquara,2022,2914406,352.300005,Outras Áreas não Vegetadas,Alto
Itaetê,2022,2915007,6.582701,Outras Áreas não Vegetadas,Alto
Lençóis,2022,2919306,279.505626,Outras Áreas não Vegetadas,Alto
Mucugê,2022,2921906,893.057334,Outras Áreas não Vegetadas,Alto
Mulungu do Morro,2022,2922052,99.135269,Outras Áreas não Vegetadas,Alto
Nova Redenção,2022,2922854,8.985053,Outras Áreas não Vegetadas,Alto
Novo Horizonte,2022,2923035,0.087422,Outras Áreas não Vegetadas,Alto
Palmeiras,2022,2923506,288.181314,Outras Áreas não Vegetadas,Alto
Piatã,2022,2924306,108.612893,Outras Áreas não Vegetadas,Alto
Seabra,2022,2929909,439.353204,Outras Áreas não Vegetadas,Alto
Souto Soares,2022,2930808,337.630834,Outras Áreas não Vegetadas,Alto
Candeal,2000,2906402,15.305566,Outras Áreas não Vegetadas,Baixo
Conceição do Coité,2000,2908408,12.78298,Outras Áreas não Vegetadas,Baixo
Feira de Santana,2000,2910800,9.693973,Outras Áreas não Vegetadas,Baixo
Ichu,2000,2913309,0.175047,Outras Áreas não Vegetadas,Baixo
Ipecaetá,2000,2913804,1.571871,Outras Áreas não Vegetadas,Baixo
Ipirá,2000,2914000,49.528095,Outras Áreas não Vegetadas,Baixo
Itatim,2000,2916856,240.839396,Outras Áreas não Vegetadas,Baixo
Maragogipe,2000,2920601,0.697163,Outras Áreas não Vegetadas,Baixo
Pé de Serra,2000,2924058,63.49587,Outras Áreas não Vegetadas,Baixo
Rafael Jambeiro,2000,2925956,6.632787,Outras Áreas não Vegetadas,Baixo
Riachão do Jacuípe,2000,2926301,201.693193,Outras Áreas não Vegetadas,Baixo
Santa Bárbara,2000,2927507,1.478678,Outras Áreas não Vegetadas,Baixo
Santa Terezinha,2000,2928505,21.474155,Outras Áreas não Vegetadas,Baixo
Santo Estêvão,2000,2928802,3.578268,Outras Áreas não Vegetadas,Baixo
Serra Preta,2000,2930402,35.582087,Outras Áreas não Vegetadas,Baixo
Tanquinho,2000,2931103,1.145079,Outras Áreas não Vegetadas,Baixo
